,TCGA-CZ-5455-11,TCGA-CZ-5467-11,TCGA-B0-5697-01,TCGA-BP-4177-01,TCGA-B0-4815-01,TCGA-B2-3924-01,TCGA-B0-4843-01,TCGA-B0-5701-01,TCGA-B0-4828-01,TCGA-CZ-5982-01,TCGA-B0-4706-01,TCGA-CJ-4918-01,TCGA-MM-A564-01,TCGA-B0-4813-01,TCGA-CZ-5458-01,TCGA-B8-A54D-01,TCGA-CZ-5460-01,TCGA-CZ-5451-11,TCGA-BP-5191-01,TCGA-DV-A4VX-01,TCGA-AK-3425-01,TCGA-CZ-5468-01,TCGA-BP-5189-01,TCGA-B4-5844-01,TCGA-CZ-5451-01,TCGA-CW-5585-01,TCGA-CW-5583-01,TCGA-CJ-5678-01,TCGA-CZ-5464-01,TCGA-B8-5162-01,TCGA-A3-3385-01,TCGA-CW-5580-01,TCGA-CJ-4901-01,TCGA-B0-4814-01,TCGA-B2-5633-01,TCGA-CZ-5453-11,TCGA-CZ-5985-01,TCGA-MM-A84U-01,TCGA-B8-5553-01,TCGA-CZ-5458-11,TCGA-B0-4819-01,TCGA-B0-4694-01,TCGA-GK-A6C7-01,TCGA-A3-3367-01,TCGA-B0-4848-01,TCGA-CW-5587-01,TCGA-A3-A8OX-01,TCGA-B0-4691-01,TCGA-AK-3428-01,TCGA-B0-4852-01,TCGA-BP-5183-01,TCGA-DV-5576-01,TCGA-B0-4822-01,TCGA-B0-5712-11,TCGA-A3-A6NI-01,TCGA-CZ-5466-01,TCGA-BP-5010-01,TCGA-BP-5186-01,TCGA-CJ-4916-01,TCGA-B0-5695-01,TCGA-B0-5120-01,TCGA-B0-5712-01,TCGA-B0-4712-11,TCGA-B0-5100-01,TCGA-BP-4770-01,TCGA-CW-5589-01,TCGA-G6-A5PC-01,TCGA-B0-5711-01,TCGA-B0-4945-01,TCGA-CZ-5470-11,TCGA-B0-5110-01,TCGA-T7-A92I-01,TCGA-B0-5102-01,TCGA-CZ-5470-01,TCGA-CJ-4912-01,TCGA-B0-5108-01,TCGA-EU-5904-01,TCGA-B0-5705-01,TCGA-BP-5177-01,TCGA-CZ-5457-01,TCGA-B0-5399-01,TCGA-CZ-5986-01,TCGA-B8-4146-01,TCGA-B0-5700-01,TCGA-BP-5201-01,TCGA-B8-5550-01,TCGA-B0-4688-01,TCGA-B0-5115-01,TCGA-B0-4701-01,TCGA-CW-6090-01,TCGA-A3-3376-01,TCGA-B0-4703-01,TCGA-CJ-5677-01,TCGA-AK-3454-01,TCGA-B8-5159-01,TCGA-BP-5170-01,TCGA-CJ-6033-01,TCGA-B0-4690-01,TCGA-A3-3357-01,TCGA-CZ-5461-01,TCGA-BP-4760-01,TCGA-B0-5713-01,TCGA-B2-5636-01,TCGA-B8-5549-01,TCGA-B0-5106-01,TCGA-CZ-5468-11,TCGA-B0-5095-01,TCGA-B0-4844-01,TCGA-B0-4700-01,TCGA-A3-A8OV-01,TCGA-BP-5168-01,TCGA-B8-5158-01,TCGA-AK-3460-01,TCGA-CJ-4902-01,TCGA-B0-5696-01,TCGA-BP-5174-01,TCGA-6D-AA2E-01,TCGA-B0-5693-01,TCGA-B0-4811-01,TCGA-B0-5692-01,TCGA-B8-A54H-01,TCGA-CJ-6030-01,TCGA-BP-5202-01,TCGA-BP-5194-01,TCGA-CZ-5465-11,TCGA-CZ-5457-11,TCGA-A3-A6NL-01,TCGA-CJ-4903-01,TCGA-BP-5185-01,TCGA-B0-4818-01,TCGA-B4-5832-01,TCGA-AK-3461-01,TCGA-CZ-4864-11,TCGA-B8-A54G-01,TCGA-B8-A7U6-01,TCGA-AK-3450-01,TCGA-A3-A6NN-01,TCGA-CZ-4856-01,TCGA-CJ-5680-01,TCGA-CZ-5454-11,TCGA-B0-4823-01,TCGA-CZ-5987-01,TCGA-B8-4621-01,TCGA-CZ-4865-11,TCGA-B2-A4SR-01,TCGA-B4-5835-01,TCGA-BP-5169-01,TCGA-B0-4693-01,TCGA-B0-5691-01,TCGA-CZ-5462-11,TCGA-CJ-6028-01,TCGA-CJ-5671-01,TCGA-B0-5706-01,TCGA-B0-5402-11,TCGA-B0-5092-01,TCGA-B0-5121-01,TCGA-BP-5184-01,TCGA-B0-5702-01,TCGA-B2-4101-01,TCGA-CZ-5461-11,TCGA-B0-5710-01,TCGA-BP-5199-01,TCGA-CJ-5683-01,TCGA-CW-6097-01,TCGA-B0-5107-01,TCGA-AK-3440-01,TCGA-CZ-5465-01,TCGA-B8-5545-01,TCGA-CZ-5984-01,TCGA-B0-4712-01,TCGA-AK-3431-01,TCGA-CZ-5455-01,TCGA-AK-3453-01,TCGA-G6-A8L7-01,TCGA-B0-5098-01,TCGA-B4-5378-01,TCGA-B0-5096-01,TCGA-B0-5711-11,TCGA-BP-5176-01,TCGA-CW-5581-01,TCGA-B2-5641-01,TCGA-A3-3387-01,TCGA-CJ-4882-01,TCGA-DV-5573-01,TCGA-BP-5187-01,TCGA-B4-5377-01,TCGA-CJ-5675-01,TCGA-MM-A563-01,TCGA-B0-4846-01,TCGA-DV-5567-01,TCGA-CW-5588-01,TCGA-BP-4993-01,TCGA-A3-A8OW-01,TCGA-B0-4699-01,TCGA-CJ-4905-01,TCGA-B8-A54J-01,TCGA-B0-5699-01,TCGA-CZ-5456-11,TCGA-DV-5569-01,TCGA-3Z-A93Z-01,TCGA-B0-4847-01,TCGA-BP-5192-01,TCGA-B0-4718-01,TCGA-B0-5707-01,TCGA-CZ-4863-11,TCGA-B0-5402-01,TCGA-B0-4713-01,TCGA-A3-A8CQ-01,TCGA-A3-A6NJ-01,TCGA-B8-5546-01,TCGA-EU-5906-01,TCGA-CJ-4920-01,TCGA-CJ-5672-01,TCGA-BP-4782-01,TCGA-B0-5117-01,TCGA-CJ-6032-01,TCGA-AK-3433-01,TCGA-G6-A8L8-01,TCGA-CZ-5452-11,TCGA-B0-4827-01,TCGA-CJ-4908-01,TCGA-CZ-5989-01,TCGA-B0-4810-01,TCGA-B0-4698-01,TCGA-BP-5175-01,TCGA-BP-5198-01,TCGA-CZ-4865-01,TCGA-B0-4849-01,TCGA-BP-5182-01,TCGA-BP-5180-01,TCGA-B8-5165-01,TCGA-CZ-4853-01,TCGA-B0-5698-01,TCGA-DV-A4W0-05,TCGA-CJ-5679-01,TCGA-CZ-5467-01,TCGA-B8-5164-01,TCGA-BP-5173-01,TCGA-B0-4824-01,TCGA-CW-5591-01,TCGA-DV-5575-01,TCGA-B0-4845-01,TCGA-CW-5590-01,TCGA-B0-4841-01,TCGA-CZ-5469-11,TCGA-CZ-5463-11,TCGA-BP-5181-01,TCGA-A3-3358-01,TCGA-DV-5566-01,TCGA-DV-A4VZ-01,TCGA-B0-4697-01,TCGA-B0-5116-01,TCGA-B8-5163-01,TCGA-CZ-5452-01,TCGA-CW-5584-01,TCGA-B0-5690-01,TCGA-CJ-6027-01,TCGA-B0-5083-01,TCGA-CZ-5463-01,TCGA-CZ-5459-01,TCGA-DV-5565-01,TCGA-CJ-4907-01,TCGA-CZ-4864-01,TCGA-B8-4153-01,TCGA-CW-6087-01,TCGA-B0-4821-01,TCGA-CJ-6031-01,TCGA-EU-5907-01,TCGA-BP-4795-01,TCGA-CZ-5466-11,TCGA-CZ-5456-01,TCGA-B0-5400-01,TCGA-AK-3458-01,TCGA-CJ-5686-01,TCGA-B0-5113-01,TCGA-CJ-5676-01,TCGA-BP-5195-01,TCGA-CJ-5689-01,TCGA-B0-4817-01,TCGA-BP-5200-01,TCGA-B0-5109-01,TCGA-CZ-4866-01,TCGA-B8-A54K-01,TCGA-B0-4707-01,TCGA-B0-5097-01,TCGA-CW-6088-01,TCGA-B2-5639-01,TCGA-B8-A54I-01,TCGA-B8-A54F-01
hsa-mir-133b,0.305364,0.823876,0,2.187697,1.414117,0.446043,1.86612,0,0.583953,0,0.18967,0,0,0,0.5947,0,0,0.212873,1.525868,0,2.772304,0.452167,1.018547,0,0.276512,0.433601,3.685189,0,1.266695,1.178712,0,0.484128,2.352445,6.566635,0.156727,0.279393,0,0.391524,0,0.292542,3.856451,0,0,1.223704,1.01121,1.519642,1.975204,0.835996,0,0,0,0.451447,0.970564,10.32941,0.493402,0.262868,1.779191,0,0,0,0.784486,0,0.788893,3.448253,0,0,0,0,2.511594,2.901314,0,0.469253,0,0,0,0.647289,0,0,0,0,0,0.284353,0,0.212882,0,1.794396,0.787438,0.509761,2.515902,0,0,0.812947,0,1.193312,0.55737,0.603097,0,1.047657,0,0.368432,0.311145,0.497595,0.302026,0,0,0.208397,0.497363,0,0.531398,0.430383,0,0,0,0.556704,0,0.558735,2.206468,1.187386,0.280099,0,0.342432,0,0.475623,0.924767,0.407366,0.308154,0,0,0,0,0,1.058045,0.676852,0,0,0,0,0.707917,1.013775,0,1.111038,0,0,0.782938,0.308644,0,0.990266,0,3.774487,0,0,1.361483,0.418926,1.852665,0,0,0,4.919338,0.528065,2.154082,0,1.683885,0,3.464526,0,0,0.448889,0.63363,0,1.435168,0.305259,0,0,0,2.047474,0,0,1.372641,0.306421,0.343211,0,0.978585,1.063196,0,0.419882,0,0,1.611865,0,0.868521,1.87152,0,0.117948,1.338043,0.843946,0.247876,0,0.788788,0,1.022212,0.48748,0.332478,0,0.622396,0,0,1.968039,0,0,0.702152,0.691248,0,2.21736,0.511881,0,0,0,0,0.254621,1.246744,0.75294,0.500404,0.469069,0,0,2.235211,0,0.376459,0.541737,0,0.508808,1.12019,0,0,0,0.388504,0,0.796463,0,0,1.00174,0,0,1.243182,0,0.491576,0.592835,0,0,0.256838,1.807499,0,0,0,0,0,0.895201,2.473313,0,0.355162,1.156969,2.374734,0.196451,0,0.134979,0,2.321159,0,2.867328,1.149324,0,1.040011,0.272864,0.411122,0,0.760886,0.621233,0,0,0.366003,0,0,0.082675,0.586462,0.624356,0.218387,0.940286,0.244028,0.241539
hsa-mir-3179-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-27b,1420.554309,983.433768,806.150193,1815.497182,370.498688,804.215642,891.383131,514.91707,902.207693,1100.323317,1513.18929,1396.511968,868.567356,978.744589,926.840277,1696.904299,1010.812934,1852.418724,647.731148,450.911025,807.11011,730.702623,1018.037444,1053.723904,1286.886696,1590.446912,828.061978,664.893938,1145.408628,414.906457,1262.866617,564.493367,955.563251,978.042332,928.763844,1225.976052,410.919764,2492.04913,1239.659979,1193.132053,1093.518077,625.110927,1465.626284,905.948956,368.754681,744.624495,1923.585158,531.415074,562.862957,1177.766131,631.153749,848.043552,527.986692,1592.240749,1346.822279,636.13984,566.968734,990.067058,872.206629,1171.598278,884.507623,919.039861,1467.341784,883.040141,643.295917,1047.598968,1756.035245,859.385741,1009.158275,1029.743381,696.104785,2109.528424,564.616221,2196.045944,405.700119,671.885974,1212.404633,1187.457569,1116.568905,1131.92742,1036.196846,851.069154,1038.202721,1378.62237,970.190177,1272.675561,417.341894,817.656486,1017.933851,1079.489696,590.992185,1034.068156,759.633436,907.215781,580.222603,814.180491,642.984972,547.924826,644.814616,516.173815,637.224489,1109.636019,702.663431,473.909147,642.722117,1478.16256,595.343489,669.437848,394.828858,1564.011384,109.324455,239.659358,907.486218,805.550112,740.734063,1462.768409,1759.027566,1070.230725,824.890229,1110.621959,1357.913781,562.268418,960.282177,805.01002,1171.381148,1708.403502,1055.091888,999.953179,1434.210649,1132.917894,332.899428,1155.384795,979.405081,1015.164461,1271.703823,1050.906668,925.118141,1160.275946,833.829661,1148.644625,946.049092,952.719877,1007.531978,1055.009239,1095.995096,562.474253,457.502975,615.442019,1138.522463,1204.560634,507.002719,781.831821,785.904658,1595.762091,479.663052,1138.808419,1166.189342,1454.648135,760.940969,1320.811414,845.170475,1260.668817,1622.342266,568.18231,359.250706,787.392491,1506.024096,888.349036,463.169017,653.48002,777.494362,847.325594,163.252854,302.56093,245.696892,645.05211,312.596359,1062.881351,1429.145748,626.704045,927.350642,948.248993,933.220635,812.776834,733.952967,1688.091055,1466.080011,942.672661,1399.442194,814.021051,730.828616,655.779642,2326.646221,1542.763862,933.825804,1320.685522,1375.764833,1109.824948,1216.555378,2277.062187,1245.022834,914.315048,600.610439,763.057558,1031.597618,476.467574,770.979296,1449.628558,1086.408665,789.920474,667.054687,878.145272,1471.772729,671.587547,689.624665,786.090802,611.10692,1756.923087,1121.096786,671.37188,826.352008,986.54639,746.13307,195.67347,613.516883,991.539725,1143.909707,1206.173621,1722.183006,811.915753,634.483222,1172.2791,924.334465,820.51955,396.95463,997.094769,656.332794,967.304395,958.178187,455.342376,1244.661354,720.567367,795.114313,1945.580114,1238.869315,1022.478049,1263.924212,633.216894,1749.553529,1118.274621,543.454685,386.198675,458.515101,1062.977978,1097.219908,821.162834,324.062926,877.036773,875.667266,768.569622,1941.625361,1157.852277,567.351365,1581.562585,484.372262,635.680392,719.172584,570.572444,902.133077,3489.060017,456.388142,646.886702,1088.727023,1060.694327,622.975559,797.028586,998.321118,874.129999,515.09515,1002.482232,710.91391,1187.254885,749.202949,426.357953,457.028404,780.076684,1511.980186,796.264803,704.086382
hsa-mir-27a,495.606114,431.161971,541.191738,2041.99679,706.351507,675.75524,975.358513,921.805056,1063.96273,851.5133,1113.174723,807.96495,662.854035,1597.250609,940.815732,769.734172,1346.927978,478.11221,865.930333,552.189869,640.771869,1196.435112,1630.184021,673.120902,566.573021,1051.047796,629.430288,719.899677,1569.117985,562.834754,169.622927,544.159987,1339.952801,832.417545,730.347539,408.751815,490.175787,926.541126,994.393919,427.988769,1210.068593,734.444053,1128.449122,635.102442,478.639531,611.807799,842.490268,829.029809,498.833573,579.530217,636.12836,711.029329,1065.193739,836.17833,1155.217937,868.514889,663.045025,624.72866,742.530287,844.204675,551.885688,619.856021,658.463052,549.996365,514.870235,554.047482,1009.586618,637.924221,904.675984,389.892,551.883179,429.366813,479.59679,731.09483,891.498336,1080.325327,1080.908389,681.335613,808.633506,616.285134,840.712809,392.407428,429.034098,897.083796,1320.626762,1042.992838,1091.388426,570.93221,1002.33526,1503.49467,648.632163,1257.222015,712.847503,417.659353,274.226244,906.45428,945.730725,970.654592,375.199148,807.603856,426.57948,894.177546,622.777561,371.049321,530.920875,726.473239,846.014431,912.573503,580.286827,682.587247,71.348592,362.979222,621.701502,802.209891,910.566839,849.836039,697.716605,1029.859596,931.327678,1186.370177,1042.362767,818.02111,748.154465,731.491012,445.25112,670.234058,872.444543,834.966479,1474.71334,476.235134,569.617535,741.689324,354.670534,776.956272,1024.762431,628.75222,737.405216,919.58417,828.2539,489.879596,661.623294,1077.62811,528.278092,370.329774,887.351704,559.503438,2270.185214,629.380602,680.608591,368.126451,597.197273,1216.145014,882.257574,571.238364,552.065023,692.188107,911.147592,946.480558,859.689033,617.503569,1223.098956,1518.303272,730.105654,718.023072,620.939692,311.49593,1279.783815,974.839509,548.203954,1554.765788,924.9344,784.31456,242.522612,958.324651,1054.449161,549.45826,503.796073,402.183688,890.151887,802.771501,877.734429,1058.095174,1204.335715,574.706861,747.389176,588.782991,890.47891,1074.039698,996.663363,532.837466,895.054508,362.404539,1066.841482,1136.667737,969.693492,1102.926094,843.835871,341.545275,688.258168,1249.313308,733.16928,443.19344,1475.863651,348.541788,318.999155,665.542007,574.175392,790.739537,644.487814,167.814216,500.118203,926.429997,1079.854342,451.990704,231.954349,495.331915,257.930225,961.954214,357.488051,410.17892,959.245975,629.007767,910.776432,1521.213462,1158.383466,1319.221699,907.306161,1168.151294,833.733768,1346.453913,490.490638,981.286662,628.876739,534.153776,796.910808,1039.05317,466.927413,814.383486,444.636282,720.518562,832.946411,802.800448,1332.074629,1418.056475,355.09837,438.731567,625.440921,612.602339,1435.974277,884.294791,841.692012,607.859329,688.556885,955.797517,1431.50557,435.465139,763.606838,294.818904,690.51222,747.970252,1174.786314,812.498155,651.628974,858.39828,787.197725,872.888916,858.442154,667.547208,665.578516,1642.383847,964.921261,1093.051324,896.767258,555.425595,614.724227,1308.3443,958.562219,931.811043,975.265279,1482.312173,1147.057412,708.157079,600.718233,533.680519,855.367368,672.193739,1230.834617,1085.438506,505.541269
hsa-mir-5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5706,0,0.274625,2.254966,0.437539,0,0,0,0.646881,1.167906,0,0.18967,0,0,0.890577,0.5947,0.851005,0,0.425746,0.762934,0.440343,1.293742,0.904335,0,0,0.553024,0.650401,0.368519,0,0.316674,1.768067,2.658667,0.968256,0,0.386273,0.313454,0.558786,2.019262,0.587286,0.380848,0.731355,0,0.490283,0.138528,0.815803,0.33707,0.303928,0.13168,1.114662,0,0.346402,0.621826,0.225724,0.970564,0.251937,0.164467,0.525735,1.186127,0,1.184259,0.217972,1.568971,0,0,0,0,0.59897,0.395994,0,0.502319,0.223178,1.087098,0.234627,2.906647,1.035545,1.302408,1.294578,0.231507,0.304985,0.404115,0.974749,0.187785,1.990472,1.494892,1.277291,0,0.448599,2.362313,3.568326,0,0.749125,0.36481,0.406473,0,1.193312,0.55737,0,0,1.047657,1.885423,0.368432,0,0.995189,0.151013,0.538533,0.540103,0.208397,0.497363,0.651838,0.531398,0.860766,0,0,0.957938,0,0.97465,1.676205,0,1.978977,0.280099,0.527862,0.684864,0,0.475623,0,0.203683,0.308154,0.282299,1.114775,2.855959,0.431177,1.400699,0.705363,0.338426,0.336928,0.380105,0.542964,0,0.353958,0.506887,0,1.111038,1.767569,1.126993,0.391469,0.308644,1.980543,0.990266,1.072199,0.514703,0.397545,0.683292,1.361483,0,1.23511,3.480864,3.913431,0.397881,0.983868,2.112258,0.718027,0,0,2.065363,0,0.508134,1.236095,0,0.950445,1.809254,1.435168,0.610518,0,0,0.967679,2.047474,0,1.213966,0.228773,0.919262,0.343211,0,0.489293,0.531598,0.686081,2.099408,0,0.279147,0.268644,0.428488,0.651391,0.46788,0,0.117948,0.669022,0.421973,0,0.684006,0.394394,0.387315,0.340737,0.974959,0.664956,2.184038,0,0.556718,0.889762,0,0.121186,0.716628,0.702152,0.691248,1.061203,0.55434,1.023762,0,0.947097,0.347615,0.348977,0.254621,0,0.37647,0.500404,1.094495,2.799779,2.167904,0.447042,1.466551,1.882293,1.625212,2.021703,0.508808,2.240381,0.457365,0,0.750387,0.194252,1.816838,1.194695,0,0.528239,0.50087,0.513957,0,0.828788,0.588886,0.245788,0,0.388954,0.352733,0,0,1.241796,1.045644,0.420316,0.50193,0,0.895201,0.494663,0.611073,0.355162,0.231394,1.356991,0.589354,0.499941,0.404937,0.720999,0.38686,1.503485,0.358416,0.574662,0,2.080022,1.36432,0.822244,1.375222,0,1.242466,0,2.769329,0.732006,0.726906,0.856296,0,2.345848,0.624356,0.218387,1.880572,0.732085,0.241539
hsa-mir-5707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3529,0,0,0,0,0,0,0,0,0,0,0,0.792123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540103,0,0,0,0,0,0,0,0,0.556704,0,0,0,0,0,0,0,0,0,0.462384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13168,0,0,0,0,0,0,0,0.164467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340371,0.418926,0,0,0,0,0,0,0,0,0,0,0.866132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
