"","x"
"X9877",1
"X9878",1
"X9879",1
"X9880",1
"X9881",1
"X9882",1
"X9883",1
"X9884",1
"X9885",1
"X9886",1
"X9887",1
"X9888",1
"X9889",1
"X9890",1
"X9891",1
"X9892",1
"X9893",1
"X9894",1
"X9895",1
"X9896",1
"X9897",1
"X9898",1
"X9899",1
"X9900",1
"X9901",1
"X9902",1
"X9903",1
"X9904",1
"X9905",1
"X9906",1
"X9907",1
"X9908",1
"X9909",1
"X9910",1
"X9911",1
"X9912",1
"X9913",1
"X9914",1
"X9915",1
"X9916",1
"X9917",1
"X9918",1
"X9919",1
"X9920",1
"X9921",1
"X9922",1
"X9923",1
"X9924",1
"X9925",1
"X9926",1
"X9927",1
"X9928",1
"X9929",1
"X9930",1
"X9931",1
"X9932",1
"X9933",1
"X9934",1
"X9935",1
"X9936",1
"X9937",1
"X9938",1
"X9939",1
"X9940",1
"X9941",1
"X9942",1
"X9943",1
"X9944",1
"X9945",1
"X9946",1
"X9947",1
"X9948",1
"X9949",1
"X9950",1
"X9951",1
"X9952",1
"X9953",1
"X9954",1
"X9955",1
"X9956",1
"X9957",1
"X9958",1
"X9959",1
"X9960",1
"X9961",1
"X9962",1
"X9963",1
"X9964",1
"X9965",1
"X9966",1
"X9967",1
"X9968",1
"X9969",1
"X9970",1
"X9971",1
"X9972",1
"X9973",1
"X9974",1
"X9975",1
"X9976",1
"X9977",1
"X9978",1
"X9979",1
"X9980",1
"X9981",1
"X9982",1
"X9983",2
"X9984",1
"X9985",1
"X9986",1
"X9987",1
"X9988",1
"X9989",4
"X9990",1
"X9991",1
"X9992",1
"X9993",1
"X9994",1
"X9995",1
"X9996",1
"X9997",1
"X9998",1
"X9999",1
"X10000",1
"X10001",1
"X10002",1
"X10003",1
"X10004",1
"X10005",1
"X10006",1
"X10007",1
"X10008",1
"X10009",1
"X10010",1
"X10011",1
"X10012",1
"X10013",1
"X10014",1
"X10015",1
"X10016",1
"X10017",1
"X10018",1
"X10019",1
"X10020",1
"X10021",1
"X10022",4
"X10023",1
"X10024",1
"X10025",1
"X10026",1
"X10027",1
"X10028",1
"X10029",1
"X10030",1
"X10031",1
"X10032",1
"X10033",1
"X10034",1
"X10035",1
"X10036",1
"X10037",1
"X10038",1
"X10039",1
"X10040",1
"X10041",1
"X10042",1
"X10043",1
"X10044",1
"X10045",1
"X10046",1
"X10047",4
"X10048",4
"X10049",1
"X10050",1
"X10051",1
"X10052",1
"X10053",1
"X10054",1
"X10055",1
"X10056",1
"X10057",1
"X10058",4
"X10059",1
"X10060",1
"X10061",1
"X10062",1
"X10063",1
"X10064",1
"X10065",1
"X10066",1
"X10067",1
"X10068",1
"X10069",1
"X10070",1
"X10071",1
"X10072",1
"X10073",1
"X10074",1
"X10075",1
"X10076",1
"X10077",1
"X10078",1
"X10079",1
"X10080",1
"X10081",1
"X10082",1
"X10083",1
"X10084",1
"X10085",1
"X10086",1
"X10087",1
"X10088",1
"X10089",1
"X10090",1
"X10091",1
"X10092",1
"X10093",1
"X10094",1
"X10095",1
"X10096",1
"X10097",1
"X10098",1
"X10099",1
"X10100",1
"X10101",1
"X10102",1
"X10103",1
"X10104",1
"X10105",1
"X10106",1
"X10107",1
"X10108",1
"X10109",1
"X10110",1
"X10111",1
"X10112",1
"X10113",1
"X10114",1
"X10115",1
"X10116",1
"X10117",1
"X10118",1
"X10119",1
"X10120",1
"X10121",1
"X10122",1
"X10123",3
"X10124",1
"X10125",1
"X10126",1
"X10127",1
"X10128",1
"X10129",1
"X10130",1
"X10131",1
"X10132",1
"X10133",1
"X10134",1
"X10135",1
"X10136",1
"X10137",1
"X10138",1
"X10139",1
"X10140",1
"X10141",1
"X10142",1
"X10143",1
"X10144",1
"X10145",1
"X10146",1
"X10147",1
"X10148",1
"X10149",1
"X10150",1
"X10151",1
"X10152",1
"X10153",1
"X10154",1
"X10155",1
"X10156",1
"X10157",1
"X10158",1
"X10159",1
"X10160",1
"X10161",1
"X10162",1
"X10163",1
"X10164",1
"X10165",1
"X10166",1
"X10167",1
"X10168",1
"X10169",1
"X10170",1
"X10171",1
"X10172",1
"X10173",1
"X10174",1
"X10175",1
"X10176",1
"X10177",1
"X10178",1
"X10179",1
"X10180",1
"X10181",1
"X10182",1
"X10183",1
"X10184",1
"X10185",1
"X10186",1
"X10187",1
"X10188",1
"X10189",1
"X10190",1
"X10191",1
"X10192",1
"X10193",1
"X10194",1
"X10195",1
"X10196",1
"X10197",1
"X10198",1
"X10199",1
"X10200",1
"X10201",1
"X10202",1
"X10203",1
"X10204",1
"X10205",1
"X10206",1
"X10207",1
"X10208",1
"X10209",1
"X10210",1
"X10211",1
"X10212",1
"X10213",1
"X10214",1
"X10215",1
"X10216",1
"X10217",1
"X10218",1
"X10219",1
"X10220",1
"X10221",3
"X10222",1
"X10223",1
"X10224",1
"X10225",1
"X10226",1
"X10227",1
"X10228",1
"X10229",1
"X10230",1
"X10231",1
"X10232",1
"X10233",1
"X10234",1
"X10235",1
"X10236",1
"X10237",1
"X10238",4
"X10239",1
"X10240",1
"X10241",1
"X10242",1
"X10243",1
"X10244",1
"X10245",1
"X10246",1
"X10247",1
"X10248",1
"X10249",1
"X10250",1
"X10251",1
"X10252",1
"X10253",1
"X10254",1
"X10255",1
"X10256",1
"X10257",1
"X10258",1
"X10259",1
"X10260",1
"X10261",1
"X10262",1
"X10263",1
"X10264",1
"X10265",1
"X10266",1
"X10267",1
"X10268",1
"X10269",1
"X10270",1
"X10271",1
"X10272",1
"X10273",1
"X10274",1
"X10275",1
"X10276",1
"X10277",1
"X10278",1
"X10279",1
"X10280",1
"X10281",1
"X10282",1
"X10283",1
"X10284",1
"X10285",1
"X10286",1
"X10287",1
"X10288",1
"X10289",1
"X10290",1
"X10291",1
"X10292",1
"X10293",1
"X10294",1
"X10295",1
"X10296",1
"X10297",1
"X10298",1
"X10299",1
"X10300",1
"X10301",1
"X10302",1
"X10303",1
"X10304",1
"X10305",1
"X10306",1
"X10307",1
"X10308",1
"X10309",1
"X10310",1
"X10311",1
"X10312",1
"X10313",1
"X10314",1
"X10315",1
"X10316",1
"X10317",1
"X10318",1
"X10319",1
"X10320",1
"X10321",1
"X10322",1
"X10323",1
"X10324",1
"X10325",1
"X10326",1
"X10327",1
"X10328",1
"X10329",1
"X10330",1
"X10331",1
"X10332",1
"X10333",1
"X10334",1
"X10335",1
"X10336",1
"X10337",4
"X10338",1
"X10339",1
"X10340",1
"X10341",1
"X10342",1
"X10343",1
"X10344",1
"X10345",1
"X10346",1
"X10347",1
"X10348",1
"X10349",1
"X10350",1
"X10351",1
"X10352",1
"X10353",1
"X10354",1
"X10355",1
"X10356",1
"X10357",1
"X10358",1
"X10359",1
"X10360",1
"X10361",1
"X10362",1
"X10363",1
"X10364",1
"X10365",1
"X10366",1
"X10367",1
"X10368",1
"X10369",1
"X10370",1
"X10371",1
"X10372",1
"X10373",1
"X10374",1
"X10375",1
"X10376",1
"X10377",1
"X10378",4
"X10379",1
"X10380",1
"X10381",1
"X10382",1
"X10383",1
"X10384",1
"X10385",1
"X10386",1
"X10387",4
"X10388",1
"X10389",1
"X10390",1
"X10391",1
"X10392",1
"X10393",1
"X10394",1
"X10395",1
"X10396",1
"X10397",1
"X10398",1
"X10399",1
"X10400",1
"X10401",1
"X10402",1
"X10403",1
"X10404",1
"X10405",1
"X10406",1
"X10407",1
"X10408",1
"X10409",1
"X10410",1
"X10411",2
"X10412",1
"X10413",1
"X10414",1
"X10415",1
"X10416",1
"X10417",1
"X10418",1
"X10419",1
"X10420",1
"X10421",1
"X10422",1
"X10423",1
"X10424",1
"X10425",1
"X10426",1
"X10427",1
"X10428",1
"X10429",1
"X10430",1
"X10431",1
"X10432",1
"X10433",1
"X10434",1
"X10435",1
"X10436",1
"X10437",1
"X10438",1
"X10439",1
"X10440",1
"X10441",1
"X10442",1
"X10443",1
"X10444",1
"X10445",1
"X10446",1
"X10447",1
"X10448",1
"X10449",1
"X10450",1
"X10451",1
"X10452",1
"X10453",1
"X10454",1
"X10455",1
"X10456",1
"X10457",1
"X10458",1
"X10459",1
"X10460",1
"X10461",1
"X10462",1
"X10463",1
"X10464",1
"X10465",1
"X10466",1
"X10467",1
"X10468",1
"X10469",1
"X10470",1
"X10471",1
"X10472",1
"X10473",1
"X10474",1
"X10475",1
"X10476",1
"X10477",1
"X10478",1
"X10479",1
"X10480",1
"X10481",1
"X10482",1
"X10483",1
"X10484",1
"X10485",1
"X10486",1
"X10487",1
"X10488",1
"X10489",1
"X10490",1
"X10491",1
"X10492",1
"X10493",1
"X10494",1
"X10495",1
"X10496",1
"X10497",1
"X10498",1
"X10499",1
"X10500",1
"X10501",1
"X10502",1
"X10503",1
"X10504",1
"X10505",1
"X10506",1
"X10507",1
"X10508",1
"X10509",1
"X10510",1
"X10511",1
"X10512",1
"X10513",1
"X10514",1
"X10515",1
"X10516",1
"X10517",1
"X10518",1
"X10519",1
"X10520",1
"X10521",1
"X10522",1
"X10523",1
"X10524",1
"X10525",1
"X10526",1
"X10527",1
"X10528",1
"X10529",1
"X10530",1
"X10531",1
"X10532",1
"X10533",1
"X10534",1
"X10535",4
"X10536",1
"X10537",1
"X10538",1
"X10539",1
"X10540",1
"X10541",1
"X10542",1
"X10543",1
"X10544",1
"X10545",1
"X10546",1
"X10547",4
"X10548",1
"X10549",1
"X10550",1
"X10551",3
"X10552",1
"X10553",1
"X10554",1
"X10555",1
"X10556",1
"X10557",1
"X10558",1
"X10559",1
"X10560",1
"X10561",1
"X10562",1
"X10563",1
"X10564",1
"X10565",1
"X10566",1
"X10567",1
"X10568",1
"X10569",1
"X10570",1
"X10571",1
"X10572",1
"X10573",1
"X10574",1
"X10575",1
"X10576",1
"X10577",1
"X10578",4
"X10579",1
"X10580",1
"X10581",1
"X10582",1
"X10583",1
"X10584",1
"X10585",1
"X10586",4
"X10587",1
"X10588",1
"X10589",1
"X10590",1
"X10591",1
"X10592",1
"X10593",1
"X10594",1
"X10595",1
"X10596",1
"X10597",1
"X10598",1
"X10599",1
"X10600",1
"X10601",1
"X10602",1
"X10603",1
"X10604",1
"X10605",1
"X10606",1
"X10607",1
"X10608",1
"X10609",1
"X10610",1
"X10611",1
"X10612",1
"X10613",1
"X10614",1
"X10615",1
"X10616",1
"X10617",1
"X10618",1
"X10619",1
"X10620",1
"X10621",1
"X10622",1
"X10623",1
"X10624",1
"X10625",1
"X10626",1
"X10627",1
"X10628",1
"X10629",1
"X10630",1
"X10631",1
"X10632",1
"X10633",1
"X10634",1
"X10635",1
"X10636",3
"X10637",1
"X10638",1
"X10639",1
"X10640",1
"X10641",1
"X10642",1
"X10643",1
"X10644",1
"X10645",1
"X10646",1
"X10647",1
"X10648",1
"X10649",1
"X10650",1
"X10651",1
"X10652",1
"X10653",1
"X10654",1
"X10655",1
"X10656",1
"X10657",1
"X10658",1
"X10659",1
"X10660",1
"X10661",1
"X10662",1
"X10663",1
"X10664",1
"X10665",1
"X10666",1
"X10667",1
"X10668",1
"X10669",1
"X10670",1
"X10671",1
"X10672",1
"X10673",1
"X10674",1
"X10675",1
"X10676",1
"X10677",1
"X10678",1
"X10679",1
"X10680",1
"X10681",1
"X10682",4
"X10683",1
"X10684",1
"X10685",1
"X10686",1
"X10687",1
"X10688",1
"X10689",1
"X10690",1
"X10691",1
"X10692",1
"X10693",1
"X10694",1
"X10695",1
"X10696",1
"X10697",1
"X10698",1
"X10699",1
"X10700",1
"X10701",1
"X10702",1
"X10703",1
"X10704",1
"X10705",1
"X10706",1
"X10707",1
"X10708",1
"X10709",1
"X10710",1
"X10711",1
"X10712",1
"X10713",1
"X10714",1
"X10715",1
"X10716",1
"X10717",1
"X10718",1
"X10719",1
"X10720",1
"X10721",1
"X10722",1
"X10723",1
"X10724",1
"X10725",1
"X10726",1
"X10727",1
"X10728",1
"X10729",3
"X10730",1
"X10731",1
"X10732",1
"X10733",1
"X10734",1
"X10735",1
"X10736",1
"X10737",1
"X10738",1
"X10739",1
"X10740",1
"X10741",1
"X10742",1
"X10743",1
"X10744",1
"X10745",1
"X10746",1
"X10747",1
"X10748",1
"X10749",1
"X10750",1
"X10751",1
"X10752",1
"X10753",1
"X10754",1
"X10755",1
"X10756",1
"X10757",1
"X10758",1
"X10759",3
"X10760",3
"X10761",1
"X10762",1
"X10763",1
"X10764",1
"X10765",1
"X10766",1
"X10767",1
"X10768",1
"X10769",1
"X10770",1
"X10771",1
"X10772",1
"X10773",2
"X10774",1
"X10775",1
"X10776",1
"X10777",1
"X10778",1
"X10779",1
"X10780",1
"X10781",1
"X10782",3
"X10783",1
"X10784",1
"X10785",1
"X10786",1
"X10787",1
"X10788",1
"X10789",1
"X10790",1
"X10791",1
"X10792",1
"X10793",1
"X10794",1
"X10795",1
"X10796",1
"X10797",1
"X10798",1
"X10799",1
"X10800",1
"X10801",1
"X10802",1
"X10803",1
"X10804",1
"X10805",1
"X10806",1
"X10807",1
"X10808",1
"X10809",1
"X10810",1
"X10811",1
"X10812",1
"X10813",1
"X10814",1
"X10815",1
"X10816",1
"X10817",1
"X10818",1
"X10819",1
"X10820",1
"X10821",1
"X10822",1
"X10823",1
"X10824",1
"X10825",1
"X10826",1
"X10827",1
"X10828",1
"X10829",1
"X10830",4
"X10831",1
"X10832",1
"X10833",1
"X10834",1
"X10835",1
"X10836",1
"X10837",1
"X10838",1
"X10839",1
"X10840",1
"X10841",1
"X10842",1
"X10843",1
"X10844",1
"X10845",1
"X10846",1
"X10847",1
"X10848",1
"X10849",1
"X10850",1
"X10851",1
"X10852",1
"X10853",1
"X10854",1
"X10855",1
"X10856",1
"X10857",1
"X10858",1
"X10859",1
"X10860",1
"X10861",1
"X10862",1
"X10863",1
"X10864",1
"X10865",1
"X10866",1
"X10867",1
"X10868",1
"X10869",1
"X10870",1
"X10871",1
"X10872",1
"X10873",1
"X10874",1
"X10875",1
"X10876",1
"X10877",1
"X10878",1
"X10879",1
"X10880",1
"X10881",1
"X10882",1
"X10883",1
"X10884",1
"X10885",1
"X10886",1
"X10887",1
"X10888",1
"X10889",1
"X10890",1
"X10891",1
"X10892",1
"X10893",1
"X10894",1
"X10895",1
"X10896",1
"X10897",1
"X10898",1
"X10899",1
"X10900",1
"X10901",1
"X10902",1
"X10903",1
"X10904",1
"X10905",1
"X10906",1
"X10907",1
"X10908",1
"X10909",1
"X10910",1
"X10911",1
"X10912",1
"X10913",1
"X10914",1
"X10915",1
"X10916",1
"X10917",1
"X10918",1
"X10919",1
"X10920",1
"X10921",1
"X10922",1
"X10923",1
"X10924",1
"X10925",1
"X10926",1
"X10927",1
"X10928",1
"X10929",1
"X10930",1
"X10931",1
"X10932",1
"X10933",1
"X10934",1
"X10935",1
"X10936",4
"X10937",1
"X10938",1
"X10939",1
"X10940",1
"X10941",1
"X10942",1
"X10943",1
"X10944",1
"X10945",1
"X10946",1
"X10947",1
"X10948",1
"X10949",1
"X10950",1
"X10951",1
"X10952",1
"X10953",1
"X10954",1
"X10955",1
"X10956",1
"X10957",1
"X10958",1
"X10959",1
"X10960",1
"X10961",1
"X10962",1
"X10963",1
"X10964",1
"X10965",1
"X10966",1
"X10967",1
"X10968",1
"X10969",1
"X10970",1
"X10971",4
"X10972",1
"X10973",1
"X10974",1
"X10975",1
"X10976",1
"X10977",1
"X10978",1
"X10979",1
"X10980",1
"X10981",1
"X10982",3
"X10983",1
"X10984",1
"X10985",1
"X10986",1
"X10987",1
"X10988",1
"X10989",1
"X10990",1
"X10991",1
"X10992",1
"X10993",1
"X10994",1
"X10995",1
"X10996",1
"X10997",1
"X10998",1
"X10999",1
"X11000",4
"X11001",1
"X11002",1
"X11003",1
"X11004",1
"X11005",1
"X11006",1
"X11007",1
"X11008",1
"X11009",1
"X11010",1
"X11011",1
"X11012",1
"X11013",1
"X11014",1
"X11015",1
"X11016",1
"X11017",1
"X11018",1
"X11019",1
"X11020",1
"X11021",1
"X11022",4
"X11023",1
"X11024",1
"X11025",1
"X11026",1
"X11027",1
"X11028",1
"X11029",1
"X11030",1
"X11031",1
"X11032",1
"X11033",1
"X11034",1
"X11035",1
"X11036",1
"X11037",1
"X11038",1
"X11039",1
"X11040",1
"X11041",1
"X11042",1
"X11043",1
"X11044",1
"X11045",1
"X11046",1
"X11047",1
"X11048",1
"X11049",1
"X11050",1
"X11051",4
"X11052",1
"X11053",1
"X11054",1
"X11055",1
"X11056",1
"X11057",1
"X11058",1
"X11059",1
"X11060",1
"X11061",1
"X11062",1
"X11063",1
"X11064",1
"X11065",1
"X11066",1
"X11067",1
"X11068",1
"X11069",1
"X11070",1
"X11071",1
"X11072",1
"X11073",1
"X11074",1
"X11075",1
"X11076",1
"X11077",1
"X11078",1
"X11079",1
"X11080",1
"X11081",1
"X11082",1
"X11083",1
"X11084",1
"X11085",1
"X11086",1
"X11087",1
"X11088",1
"X11089",1
"X11090",1
"X11091",1
"X11092",1
"X11093",1
"X11094",1
"X11095",1
"X11096",1
"X11097",1
"X11098",1
"X11099",1
"X11100",1
"X11101",1
"X11102",1
"X11103",1
"X11104",1
"X11105",1
"X11106",1
"X11107",1
"X11108",1
"X11109",1
"X11110",1
"X11111",1
"X11112",1
"X11113",1
"X11114",1
"X11115",1
"X11116",1
"X11117",1
"X11118",1
"X11119",1
"X11120",1
"X11121",1
"X11122",1
"X11123",1
"X11124",1
"X11125",1
"X11126",1
"X11127",1
"X11128",1
"X11129",1
"X11130",1
"X11131",1
"X11132",1
"X11133",1
"X11134",1
"X11135",1
"X11136",1
"X11137",1
"X11138",1
"X11139",1
"X11140",1
"X11141",1
"X11142",1
"X11143",1
"X11144",1
"X11145",1
"X11146",1
"X11147",1
"X11148",1
"X11149",1
"X11150",1
"X11151",1
"X11152",1
"X11153",1
"X11154",1
"X11155",1
"X11156",1
"X11157",1
"X11158",1
"X11159",1
"X11160",1
"X11161",1
"X11162",1
"X11163",1
"X11164",1
"X11165",1
"X11166",1
"X11167",1
"X11168",1
"X11169",1
"X11170",1
"X11171",1
"X11172",1
"X11173",1
"X11174",1
"X11175",1
"X11176",1
"X11177",1
"X11178",1
"X11179",1
"X11180",1
"X11181",1
"X11182",1
"X11183",1
"X11184",1
"X11185",1
"X11186",1
"X11187",1
"X11188",1
"X11189",1
"X11190",1
"X11191",1
"X11192",1
"X11193",1
"X11194",1
"X11195",1
"X11196",1
"X11197",1
"X11198",1
"X11199",1
"X11200",1
"X11201",1
"X11202",1
"X11203",1
"X11204",1
"X11205",1
"X11206",1
"X11207",1
"X11208",1
"X11209",1
"X11210",1
"X11211",1
"X11212",1
"X11213",1
"X11214",1
"X11215",1
"X11216",1
"X11217",1
"X11218",1
"X11219",1
"X11220",1
"X11221",1
"X11222",1
"X11223",1
"X11224",1
"X11225",1
"X11226",1
"X11227",1
"X11228",1
"X11229",1
"X11230",1
"X11231",1
"X11232",1
"X11233",1
"X11234",1
"X11235",1
"X11236",1
"X11237",1
"X11238",1
"X11239",1
"X11240",1
"X11241",1
"X11242",1
"X11243",1
"X11244",1
"X11245",1
"X11246",1
"X11247",1
"X11248",1
"X11249",1
"X11250",1
"X11251",1
"X11252",1
"X11253",1
"X11254",1
"X11255",1
"X11256",1
"X11257",1
"X11258",1
"X11259",1
"X11260",1
"X11261",1
"X11262",1
"X11263",1
"X11264",1
"X11265",1
"X11266",1
"X11267",1
"X11268",1
"X11269",1
"X11270",1
"X11271",1
"X11272",1
"X11273",1
"X11274",1
"X11275",1
"X11276",1
"X11277",1
"X11278",1
"X11279",1
"X11280",1
"X11281",1
"X11282",1
"X11283",1
"X11284",1
"X11285",1
"X11286",1
"X11287",1
"X11288",1
"X11289",1
"X11290",1
"X11291",1
"X11292",1
"X11293",1
"X11294",1
"X11295",1
"X11296",1
"X11297",1
"X11298",1
"X11299",1
"X11300",1
"X11301",1
"X11302",1
"X11303",1
"X11304",1
"X11305",1
"X11306",1
"X11307",1
"X11308",1
"X11309",1
"X11310",1
"X11311",1
"X11312",1
"X11313",1
"X11314",1
"X11315",1
"X11316",1
"X11317",1
"X11318",1
"X11319",1
"X11320",1
"X11321",1
"X11322",1
"X11323",1
"X11324",1
"X11325",1
"X11326",1
"X11327",1
"X11328",1
"X11329",1
"X11330",1
"X11331",1
"X11332",1
"X11333",1
"X11334",1
"X11335",1
"X11336",1
"X11337",1
"X11338",1
"X11339",1
"X11340",1
"X11341",1
"X11342",1
"X11343",1
"X11344",1
"X11345",1
"X11346",1
"X11347",1
"X11348",1
"X11349",1
"X11350",1
"X11351",1
"X11352",1
"X11353",1
"X11354",1
"X11355",1
"X11356",1
"X11357",1
"X11358",1
"X11359",1
"X11360",1
"X11361",1
"X11362",1
"X11363",1
"X11364",1
"X11365",1
"X11366",1
"X11367",1
"X11368",1
"X11369",1
"X11370",1
"X11371",1
"X11372",1
"X11373",1
"X11374",1
"X11375",1
"X11376",1
"X11377",1
"X11378",1
"X11379",1
"X11380",1
"X11381",1
"X11382",1
"X11383",1
"X11384",1
"X11385",1
"X11386",1
"X11387",1
"X11388",1
"X11389",1
"X11390",1
"X11391",1
"X11392",1
"X11393",1
"X11394",1
"X11395",1
"X11396",1
"X11397",1
"X11398",1
"X11399",1
"X11400",1
"X11401",1
"X11402",1
"X11403",1
"X11404",1
"X11405",1
"X11406",1
"X11407",1
"X11408",1
"X11409",1
"X11410",1
"X11411",1
"X11412",1
"X11413",1
"X11414",1
"X11415",1
"X11416",1
"X11417",1
"X11418",1
"X11419",1
"X11420",1
"X11421",1
"X11422",1
"X11423",1
"X11424",1
"X11425",1
"X11426",1
"X11427",1
"X11428",1
"X11429",1
"X11430",1
"X11431",1
"X11432",1
"X11433",1
"X11434",1
"X11435",1
"X11436",1
"X11437",1
"X11438",1
"X11439",1
"X11440",1
"X11441",1
"X11442",1
"X11443",1
"X11444",3
"X11445",1
"X11446",1
"X11447",1
"X11448",1
"X11449",1
"X11450",1
"X11451",1
"X11452",1
"X11453",1
"X11454",1
"X11455",1
"X11456",1
"X11457",1
"X11458",1
"X11459",1
"X11460",1
"X11461",1
"X11462",1
"X11463",2
"X11464",1
"X11465",1
"X11466",1
"X11467",1
"X11468",1
"X11469",1
"X11470",1
"X11471",1
"X11472",1
"X11473",1
"X11474",1
"X11475",1
"X11476",1
"X11477",1
"X11478",1
"X11479",1
"X11480",1
"X11481",2
"X11482",1
"X11483",1
"X11484",1
"X11485",1
"X11486",1
"X11487",1
"X11488",1
"X11489",1
"X11490",1
"X11491",1
"X11492",1
"X11493",1
"X11494",1
"X11495",1
"X11496",1
"X11497",1
"X11498",1
"X11499",1
"X11500",1
"X11501",1
"X11502",1
"X11503",1
"X11504",1
"X11505",1
"X11506",1
"X11507",1
"X11508",1
"X11509",1
"X11510",1
"X11511",1
"X11512",1
"X11513",1
"X11514",1
"X11515",1
"X11516",1
"X11517",1
"X11518",1
"X11519",1
"X11520",1
"X11521",1
"X11522",1
"X11523",1
"X11524",1
"X11525",1
"X11526",1
"X11527",1
"X11528",1
"X11529",1
"X11530",1
"X11531",1
"X11532",1
"X11533",1
"X11534",1
"X11535",1
"X11536",1
"X11537",1
"X11538",1
"X11539",1
"X11540",1
"X11541",1
"X11542",1
"X11543",1
"X11544",1
"X11545",2
"X11546",1
"X11547",1
"X11548",1
"X11549",1
"X11550",2
"X11551",1
"X11552",3
"X11553",1
"X11554",1
"X11555",1
"X11556",3
"X11557",1
"X11558",1
"X11559",2
"X11560",1
"X11561",1
"X11562",1
"X11563",1
"X11564",1
"X11565",3
"X11566",1
"X11567",1
"X11568",1
"X11569",1
"X11570",1
"X11571",1
"X11572",1
"X11573",1
"X11574",1
"X11575",1
"X11576",1
"X11577",1
"X11578",1
"X11579",1
"X11580",1
"X11581",1
"X11582",1
"X11583",1
"X11584",1
"X11585",1
"X11586",1
"X11587",1
"X11588",1
"X11589",1
"X11590",1
"X11591",1
"X11592",1
"X11593",1
"X11594",1
"X11595",1
"X11596",1
"X11597",1
"X11598",1
"X11599",1
"X11600",1
"X11601",1
"X11602",1
"X11603",1
"X11604",1
"X11605",1
"X11606",1
"X11607",1
"X11608",1
"X11609",1
"X11610",1
"X11611",1
"X11612",1
"X11613",1
"X11614",1
"X11615",1
"X11616",1
"X11617",1
"X11618",1
"X11619",1
"X11620",1
"X11621",1
"X11622",1
"X11623",1
"X11624",1
"X11625",1
"X11626",1
"X11627",1
"X11628",1
"X11629",1
"X11630",1
"X11631",1
"X11632",1
"X11633",1
"X11634",1
"X11635",1
"X11636",1
"X11637",1
"X11638",1
"X11639",1
"X11640",1
"X11641",1
"X11642",1
"X11643",1
"X11644",1
"X11645",1
"X11646",1
"X11647",1
"X11648",1
"X11649",1
"X11650",1
"X11651",1
"X11652",3
"X11653",1
"X11654",1
"X11655",4
"X11656",1
"X11657",1
"X11658",1
"X11659",1
"X11660",1
"X11661",1
"X11662",1
"X11663",1
"X11664",1
"X11665",1
"X11666",1
"X11667",1
"X11668",1
"X11669",1
"X11670",1
"X11671",1
"X11672",1
"X11673",1
"X11674",1
"X11675",1
"X11676",1
"X11677",1
"X11678",1
"X11679",1
"X11680",1
"X11681",1
"X11682",1
"X11683",1
"X11684",1
"X11685",3
"X11686",1
"X11687",1
"X11688",1
"X11689",1
"X11690",1
"X11691",1
"X11692",1
"X11693",1
"X11694",1
"X11695",1
"X11696",1
"X11697",1
"X11698",1
"X11699",1
"X11700",1
"X11701",1
"X11702",1
"X11703",1
"X11704",1
"X11705",1
"X11706",1
"X11707",1
"X11708",1
"X11709",1
"X11710",1
"X11711",1
"X11712",1
"X11713",1
"X11714",1
"X11715",1
"X11716",1
"X11717",1
"X11718",1
"X11719",1
"X11720",1
"X11721",1
"X11722",1
"X11723",1
"X11724",1
"X11725",1
"X11726",1
"X11727",1
"X11728",1
"X11729",1
"X11730",1
"X11731",1
"X11732",1
"X11733",1
"X11734",1
"X11735",1
"X11736",1
"X11737",1
"X11738",1
"X11739",1
"X11740",1
"X11741",1
"X11742",1
"X11743",1
"X11744",1
"X11745",1
"X11746",1
"X11747",1
"X11748",1
"X11749",1
"X11750",1
"X11751",1
"X11752",1
"X11753",1
"X11754",1
"X11755",1
"X11756",1
"X11757",1
"X11758",1
"X11759",1
"X11760",1
"X11761",1
"X11762",1
"X11763",1
"X11764",1
"X11765",1
"X11766",1
"X11767",1
"X11768",1
"X11769",1
"X11770",1
"X11771",1
"X11772",1
"X11773",1
"X11774",1
"X11775",1
"X11776",1
"X11777",1
"X11778",1
"X11779",1
"X11780",1
"X11781",4
"X11782",1
"X11783",1
"X11784",1
"X11785",1
"X11786",1
"X11787",1
"X11788",1
"X11789",1
"X11790",1
"X11791",1
"X11792",1
"X11793",1
"X11794",1
"X11795",1
"X11796",1
"X11797",1
"X11798",1
"X11799",1
"X11800",1
"X11801",1
"X11802",1
"X11803",1
"X11804",1
"X11805",1
"X11806",1
"X11807",1
"X11808",1
"X11809",1
"X11810",1
"X11811",1
"X11812",1
"X11813",1
"X11814",1
"X11815",1
"X11816",1
"X11817",1
"X11818",1
"X11819",1
"X11820",1
"X11821",1
"X11822",1
"X11823",1
"X11824",1
"X11825",1
"X11826",1
"X11827",1
"X11828",3
"X11829",1
"X11830",1
"X11831",1
"X11832",1
"X11833",1
"X11834",2
"X11835",1
"X11836",1
"X11837",1
"X11838",1
"X11839",1
"X11840",1
"X11841",1
"X11842",1
"X11843",1
"X11844",1
"X11845",1
"X11846",1
"X11847",2
"X11848",1
"X11849",1
"X11850",1
"X11851",1
"X11852",1
"X11853",1
"X11854",1
"X11855",1
"X11856",1
"X11857",1
"X11858",1
"X11859",1
"X11860",1
"X11861",1
"X11862",1
"X11863",1
"X11864",1
"X11865",1
"X11866",1
"X11867",1
"X11868",1
"X11869",1
"X11870",4
"X11871",1
"X11872",1
"X11873",4
"X11874",1
"X11875",1
